Name,VRAM start
makerom,80000000
boot,80000460
dmadata,
Audiobank,
Audioseq,
Audiotable,
kanji,
link_animetion,
icon_item_static,
icon_item_24_static,
icon_item_field_static,
icon_item_dungeon_static,
icon_item_gameover_static,
icon_item_jpn_static,
icon_item_nes_static,
item_name_static,
map_name_static,
do_action_static,
message_static,
jpn_message_data_static,
message_texture_static,
nes_font_static,
nes_message_data_static,
staff_message_data_static,
map_grand_static,
map_i_static,
map_48x85_static,
code,800110A0
n64dd,801C6E80
ovl_title,80800000
ovl_select,808009C0
ovl_opening,80803720
ovl_file_choose,80803880
ovl_kaleido_scope,808137C0
ovl_player_actor,808301C0
ovl_map_mark_data,808567F0
ovl_En_Test,8085D350
ovl_En_GirlA,80862C00
ovl_En_Part,80865520
ovl_En_Light,80866B30
ovl_En_Door,80867920
ovl_En_Box,80868750
ovl_En_Poh,8086A290
ovl_En_Okuta,8086E420
ovl_En_Bom,80870A00
ovl_En_Wallmas,808718D0
ovl_En_Dodongo,808732E0
ovl_En_Firefly,80876080
ovl_En_Horse,808781F0
ovl_En_Arrow,80884410
ovl_En_Elf,80885B00
ovl_En_Niw,8088A4C0
ovl_En_Tite,8088D7F0
ovl_En_Reeba,80890590
ovl_En_Peehat,80892000
ovl_En_Holl,80895700
ovl_En_Scene_Change,808966D0
ovl_En_Zf,80896800
ovl_En_Hata,8089D300
ovl_Boss_Dodongo,8089D890
ovl_Boss_Goma,808A7370
ovl_En_Zl1,808AD2F0
ovl_En_Viewer,808B10F0
ovl_En_Goma,808B3FC0
ovl_Bg_Pushbox,808B6C50
ovl_En_Bubble,808B6F50
ovl_Door_Shutter,808B8370
ovl_En_Dodojr,808BA5F0
ovl_En_Bdfire,808BC490
ovl_En_Boom,808BD020
ovl_En_Torch2,808BD8E0
ovl_En_Bili,808C0080
ovl_En_Tp,808C2350
ovl_En_St,808C41A0
ovl_En_Bw,808C6E10
ovl_En_Eiyer,808CA170
ovl_En_River_Sound,808CBDD0
ovl_En_Horse_Normal,808CC760
ovl_En_Ossan,808CED80
ovl_Bg_Treemouth,808D5360
ovl_Bg_Dodoago,808D69B0
ovl_Bg_Hidan_Dalm,808D7760
ovl_Bg_Hidan_Hrock,808D7FB0
ovl_En_Horse_Ganon,808D87E0
ovl_Bg_Hidan_Rock,808D9560
ovl_Bg_Hidan_Rsekizou,808DA650
ovl_Bg_Hidan_Sekizou,808DB230
ovl_Bg_Hidan_Sima,808DC680
ovl_Bg_Hidan_Syoku,808DD5A0
ovl_En_Xc,808DDA00
ovl_Bg_Hidan_Curtain,808E4190
ovl_Bg_Spot00_Hanebasi,808E4C30
ovl_En_Mb,808E5D40
ovl_En_Bombf,808E9E80
ovl_Bg_Hidan_Firewall,808EB2F0
ovl_Bg_Dy_Yoseizo,808EBA50
ovl_En_Zl2,808EE7A0
ovl_Bg_Hidan_Fslift,808F2ED0
ovl_En_OE2,808F33A0
ovl_Bg_Ydan_Hasi,808F3480
ovl_Bg_Ydan_Maruta,808F3C30
ovl_Boss_Ganondrof,808F4310
ovl_En_Am,808F9080
ovl_En_Dekubaba,808FB480
ovl_En_M_Fire1,808FEF20
ovl_En_M_Thunder,808FF0C0
ovl_Bg_Ddan_Jd,809006B0
ovl_Bg_Breakwall,80900D00
ovl_En_Jj,80901B70
ovl_En_Horse_Zelda,80903140
ovl_Bg_Ddan_Kd,80903C30
ovl_Door_Warp1,80904520
ovl_Obj_Syokudai,809087D0
ovl_Item_B_Heart,80909410
ovl_En_Dekunuts,80909800
ovl_Bg_Menkuri_Kaiten,8090B000
ovl_Bg_Menkuri_Eye,8090B190
ovl_En_Vali,8090B630
ovl_Bg_Mizu_Movebg,8090DCD0
ovl_Bg_Mizu_Water,8090EE70
ovl_Arms_Hook,8090FB40
ovl_En_fHG,809108A0
ovl_Bg_Mori_Hineri,809131D0
ovl_En_Bb,80913EA0
ovl_Bg_Toki_Hikari,80917B70
ovl_En_Yukabyun,80918910
ovl_Bg_Toki_Swd,80918F20
ovl_En_Fhg_Fire,8091A570
ovl_Bg_Mjin,8091CB90
ovl_Bg_Hidan_Kousi,8091CF70
ovl_Door_Toki,8091D4F0
ovl_Bg_Hidan_Hamstep,8091D650
ovl_En_Bird,8091E4E0
ovl_En_Wood02,8091E9A0
ovl_En_Lightbox,8091FB80
ovl_En_Pu_box,80920000
ovl_En_Trap,80920340
ovl_En_Arow_Trap,809215E0
ovl_En_Vase,80921730
ovl_En_Ta,80921830
ovl_En_Tk,809251F0
ovl_Bg_Mori_Bigst,80927020
ovl_Bg_Mori_Elevator,80927950
ovl_Bg_Mori_Kaitenkabe,80928440
ovl_Bg_Mori_Rakkatenjo,80928AA0
ovl_En_Vm,80929410
ovl_Demo_Effect,8092ACC0
ovl_Demo_Kankyo,809307C0
ovl_Bg_Hidan_Fwbig,809344C0
ovl_En_Floormas,809351A0
ovl_En_Heishi1,80938580
ovl_En_Rd,80939A90
ovl_En_Po_Sisters,8093C340
