Name,VRAM start
makerom,80000000
boot,80000460
dmadata,
Audiobank,
Audioseq,
Audiotable,
kanji,
link_animetion,
icon_item_static,
icon_item_24_static,
icon_item_field_static,
icon_item_dungeon_static,
icon_item_gameover_static,
icon_item_jpn_static,
icon_item_nes_static,
item_name_static,
map_name_static,
do_action_static,
message_static,
message_texture_static,
nes_font_static,
jpn_message_data_static,
nes_message_data_static,
staff_message_data_static,
map_grand_static,
map_i_static,
map_48x85_static,
code,800116E0
n64dd,801C7740
ovl_title,80800000
ovl_select,808009C0
ovl_opening,80803720
ovl_file_choose,80803880
ovl_kaleido_scope,808137C0
ovl_player_actor,808301C0
ovl_map_mark_data,80856900
ovl_En_Test,8085D460
ovl_En_GirlA,80862D10
ovl_En_Part,80865630
ovl_En_Light,80866C40
ovl_En_Door,80867A30
ovl_En_Box,80868870
ovl_En_Poh,8086A3B0
ovl_En_Okuta,8086E540
ovl_En_Bom,80870B20
ovl_En_Wallmas,808719F0
ovl_En_Dodongo,80873400
ovl_En_Firefly,808761A0
ovl_En_Horse,80878310
ovl_En_Arrow,80884570
ovl_En_Elf,80885C60
ovl_En_Niw,8088A620
ovl_En_Tite,8088D950
ovl_En_Reeba,808906F0
ovl_En_Peehat,80892160
ovl_En_Holl,80895860
ovl_En_Scene_Change,80896830
ovl_En_Zf,80896960
ovl_En_Hata,8089D460
ovl_Boss_Dodongo,8089D9F0
ovl_Boss_Goma,808A74D0
ovl_En_Zl1,808AD450
ovl_En_Viewer,808B1250
ovl_En_Goma,808B4120
ovl_Bg_Pushbox,808B6DB0
ovl_En_Bubble,808B70B0
ovl_Door_Shutter,808B84D0
ovl_En_Dodojr,808BA750
ovl_En_Bdfire,808BC5F0
ovl_En_Boom,808BD180
ovl_En_Torch2,808BDA40
ovl_En_Bili,808C01E0
ovl_En_Tp,808C24B0
ovl_En_St,808C4300
ovl_En_Bw,808C6F70
ovl_En_Eiyer,808CA2E0
ovl_En_River_Sound,808CBF40
ovl_En_Horse_Normal,808CC8D0
ovl_En_Ossan,808CEEF0
ovl_Bg_Treemouth,808D54D0
ovl_Bg_Dodoago,808D6B30
ovl_Bg_Hidan_Dalm,808D78E0
ovl_Bg_Hidan_Hrock,808D8130
ovl_En_Horse_Ganon,808D8960
ovl_Bg_Hidan_Rock,808D96E0
ovl_Bg_Hidan_Rsekizou,808DA7D0
ovl_Bg_Hidan_Sekizou,808DB3B0
ovl_Bg_Hidan_Sima,808DC800
ovl_Bg_Hidan_Syoku,808DD720
ovl_En_Xc,808DDB80
ovl_Bg_Hidan_Curtain,808E4310
ovl_Bg_Spot00_Hanebasi,808E4DB0
ovl_En_Mb,808E5EC0
ovl_En_Bombf,808EA0F0
ovl_Bg_Hidan_Firewall,808EB560
ovl_Bg_Dy_Yoseizo,808EBCC0
ovl_En_Zl2,808EEAC0
ovl_Bg_Hidan_Fslift,808F31F0
ovl_En_OE2,808F36C0
ovl_Bg_Ydan_Hasi,808F37A0
ovl_Bg_Ydan_Maruta,808F3F50
ovl_Boss_Ganondrof,808F4630
ovl_En_Am,808F93A0
ovl_En_Dekubaba,808FB7A0
ovl_En_M_Fire1,808FF240
ovl_En_M_Thunder,808FF3E0
ovl_Bg_Ddan_Jd,809009D0
ovl_Bg_Breakwall,80901020
ovl_En_Jj,80901E90
ovl_En_Horse_Zelda,80903460
ovl_Bg_Ddan_Kd,80903F50
ovl_Door_Warp1,80904840
ovl_Obj_Syokudai,80908AF0
ovl_Item_B_Heart,80909730
ovl_En_Dekunuts,80909B20
ovl_Bg_Menkuri_Kaiten,8090B320
ovl_Bg_Menkuri_Eye,8090B4B0
ovl_En_Vali,8090B950
ovl_Bg_Mizu_Movebg,8090DFF0
ovl_Bg_Mizu_Water,8090F190
ovl_Arms_Hook,8090FE60
ovl_En_fHG,80910BC0
ovl_Bg_Mori_Hineri,809134F0
ovl_En_Bb,809141F0
ovl_Bg_Toki_Hikari,80917EC0
ovl_En_Yukabyun,80918C60
ovl_Bg_Toki_Swd,80919270
ovl_En_Fhg_Fire,8091A8C0
ovl_Bg_Mjin,8091CEE0
ovl_Bg_Hidan_Kousi,8091D2C0
ovl_Door_Toki,8091D840
ovl_Bg_Hidan_Hamstep,8091D9A0
ovl_En_Bird,8091E850
ovl_En_Wood02,8091ED10
ovl_En_Lightbox,8091FEF0
ovl_En_Pu_box,80920370
ovl_En_Trap,809206B0
ovl_En_Arow_Trap,80921950
ovl_En_Vase,80921AA0
ovl_En_Ta,80921BA0
ovl_En_Tk,80925560
ovl_Bg_Mori_Bigst,80927390
ovl_Bg_Mori_Elevator,80927CC0
ovl_Bg_Mori_Kaitenkabe,809287B0
ovl_Bg_Mori_Rakkatenjo,80928E10
ovl_En_Vm,80929780
ovl_Demo_Effect,8092B030
ovl_Demo_Kankyo,80930B20
ovl_Bg_Hidan_Fwbig,80934820
ovl_En_Floormas,80935500
ovl_En_Heishi1,809388E0
ovl_En_Rd,80939DF0
