offset,vram,.text
0,80010EE0,src/code/z_en_a_keep
AA0,80011980,src/code/z_en_item00
2EA0,80013D80,src/code/z_eff_blure
62D0,800171B0,src/code/z_eff_shield_particle
7930,80018810,src/code/z_eff_spark
8FE0,80019EC0,src/code/z_eff_ss_dead
9790,8001A670,src/code/z_effect
9F10,8001ADF0,src/code/z_effect_soft_sprite
A9B0,8001B890,src/code/z_effect_soft_sprite_old_init
D4D0,8001E3B0,src/code/flg_set
D8F0,8001E7D0,src/code/z_DLF
DB40,8001EA20,src/code/z_actor
1A0E0,8002AFC0,src/code/z_actor_dlftbls
1A230,8002B110,src/code/z_bgcheck
23E10,80034CF0,src/code/code_800430A0
24130,80035010,src/code/code_80043480
244C0,800353A0,src/code/z_camera
38AF0,800499D0,src/code/z_collision_btltbls
38B50,80049A30,src/code/z_collision_check
407D0,800516B0,src/code/z_common_data
40860,80051740,src/code/z_debug
40B70,80051A50,src/code/z_debug_display
41030,80051F10,src/code/z_demo
45D10,80056BF0,src/code/code_80069420
45DA0,80056C80,src/code/z_draw
47CA0,80058B80,src/code/z_sfx_source
47E60,80058D40,src/code/z_elf_message
48540,80059420,src/code/z_face_reaction
48590,80059470,src/code/code_8006C3A0
48710,800595F0,src/code/z_fcurve_data
48950,80059830,src/code/z_fcurve_data_skelanime
49160,8005A040,src/code/z_horse
49E40,8005AD20,src/code/z_jpeg
4A600,8005B4E0,src/code/z_kaleido_setup
4A9D0,8005B8B0,src/code/z_kanfont
4ABE0,8005BAC0,src/code/z_kankyo
523F0,800632D0,src/code/z_lib
53590,80064470,src/code/z_lifemeter
54930,80065810,src/code/z_lights
559D0,800668B0,src/code/z_malloc
55BB0,80066A90,src/code/z_map_mark
561B0,80067090,src/code/z_prenmi_buff
56270,80067150,src/code/z_nulltask
562F0,800671D0,src/code/z_olib
569E0,800678C0,src/code/z_onepointdemo
5A980,8006B860,src/code/z_map_exp
5C520,8006D400,src/code/z_parameter
67BF0,80078AD0,src/code/z_path
67DC0,80078CA0,src/code/z_frame_advance
67E70,80078D50,src/code/z_player_lib
6B8E0,8007C7C0,src/code/z_prenmi
6BA80,8007C960,src/code/z_quake
6C8F0,8007D7D0,src/code/z_rcp
6E1B0,8007F090,src/code/z_room
6F9A0,80080880,src/code/z_sample
6FDA0,80080C80,src/code/code_80097A00
6FF60,80080E40,src/code/z_scene
71410,800822F0,src/code/z_scene_table
77C10,80088AF0,src/code/z_skelanime
7C600,8008D4E0,src/code/z_skin
7D1A0,8008E080,src/code/z_skin_awb
7DAB0,8008E990,src/code/z_skin_matrix
7EE50,8008FD30,src/code/z_sram
80190,80091070,src/code/z_ss_sram
80360,80091240,src/code/z_rumble
805E0,800914C0,src/code/z_view
81CE0,80092BC0,src/code/z_vimode
82850,80093730,src/code/z_viscvg
829F0,800938D0,src/code/z_vismono
83210,800940F0,src/code/z_viszbuf
834A0,80094380,src/code/z_vr_box
85D70,80096C50,src/code/z_vr_box_draw
86450,80097330,src/code/z_player_call
865C0,800974A0,src/code/z_fbdemo
86FE0,80097EC0,src/code/z_fbdemo_triforce
875A0,80098480,src/code/z_fbdemo_wipe1
87A10,800988F0,src/code/z_fbdemo_circle
880D0,80098FB0,src/code/z_fbdemo_fade
88430,80099310,src/code/shrink_window
885A0,80099480,src/code/code_800BB0A0
88A70,80099950,src/code/z_kaleido_manager
88CA0,80099B80,src/code/z_kaleido_scope_call
