offset,vram,.text
0,80803630,src/overlays/gamestates/ovl_file_choose/z_file_copy_erase
3040,80806670,src/overlays/gamestates/ovl_file_choose/z_file_nameset
8490,8080BAC0,src/overlays/gamestates/ovl_file_choose/z_file_choose

offset,vram,.data
EC40,80812270,src/overlays/gamestates/ovl_file_choose/z_file_nameset_data
F320,80812950,src/overlays/gamestates/ovl_file_choose/z_file_copy_erase
F360,80812990,src/overlays/gamestates/ovl_file_choose/z_file_nameset
F500,80812B30,src/overlays/gamestates/ovl_file_choose/z_file_choose

offset,vram,.rodata
F7F0,80812E20,src/overlays/gamestates/ovl_file_choose/z_file_nameset
F800,80812E30,src/overlays/gamestates/ovl_file_choose/z_file_choose

offset,vram,.ovl
F820,80812E50,src/overlays/gamestates/ovl_file_choose/ovl_file_choose_reloc

offset,vram,.bss
FF60,80813590,src/overlays/gamestates/ovl_file_choose/z_file_copy_erase
FF70,808135A0,src/overlays/gamestates/ovl_file_choose/z_file_nameset
FF80,808135B0,.end
