Name,VRAM start
makerom,80000000
boot,80000460
dmadata,
Audiobank,
Audioseq,
Audiotable,
kanji,
link_animetion,
icon_item_static,
icon_item_24_static,
icon_item_field_static,
icon_item_dungeon_static,
icon_item_gameover_static,
icon_item_jpn_static,
icon_item_nes_static,
item_name_static,
map_name_static,
do_action_static,
message_static,
jpn_message_data_static,
message_texture_static,
nes_font_static,
nes_message_data_static,
staff_message_data_static,
map_grand_static,
map_i_static,
map_48x85_static,
code,800110A0
n64dd,801C7040
ovl_title,80800000
ovl_select,808009C0
ovl_opening,80803720
ovl_file_choose,80803880
ovl_kaleido_scope,808137C0
ovl_player_actor,808301C0
ovl_map_mark_data,80856810
ovl_En_Test,8085D370
ovl_En_GirlA,80862C20
ovl_En_Part,80865540
ovl_En_Light,80866B50
ovl_En_Door,80867940
ovl_En_Box,80868780
ovl_En_Poh,8086A2C0
ovl_En_Okuta,8086E450
ovl_En_Bom,80870A30
ovl_En_Wallmas,80871900
ovl_En_Dodongo,80873310
ovl_En_Firefly,808760B0
ovl_En_Horse,80878220
ovl_En_Arrow,80884440
ovl_En_Elf,80885B30
ovl_En_Niw,8088A4F0
ovl_En_Tite,8088D820
ovl_En_Reeba,808905C0
ovl_En_Peehat,80892030
ovl_En_Holl,80895730
ovl_En_Scene_Change,80896700
ovl_En_Zf,80896830
ovl_En_Hata,8089D330
ovl_Boss_Dodongo,8089D8C0
ovl_Boss_Goma,808A73A0
ovl_En_Zl1,808AD320
ovl_En_Viewer,808B1120
ovl_En_Goma,808B3FF0
ovl_Bg_Pushbox,808B6C80
ovl_En_Bubble,808B6F80
ovl_Door_Shutter,808B83A0
ovl_En_Dodojr,808BA620
ovl_En_Bdfire,808BC4C0
ovl_En_Boom,808BD050
ovl_En_Torch2,808BD910
ovl_En_Bili,808C00B0
ovl_En_Tp,808C2380
ovl_En_St,808C41D0
ovl_En_Bw,808C6E40
ovl_En_Eiyer,808CA1A0
ovl_En_River_Sound,808CBE00
ovl_En_Horse_Normal,808CC790
ovl_En_Ossan,808CEDB0
ovl_Bg_Treemouth,808D5390
ovl_Bg_Dodoago,808D69E0
ovl_Bg_Hidan_Dalm,808D7790
ovl_Bg_Hidan_Hrock,808D7FE0
ovl_En_Horse_Ganon,808D8810
ovl_Bg_Hidan_Rock,808D9590
ovl_Bg_Hidan_Rsekizou,808DA680
ovl_Bg_Hidan_Sekizou,808DB260
ovl_Bg_Hidan_Sima,808DC6B0
ovl_Bg_Hidan_Syoku,808DD5D0
ovl_En_Xc,808DDA30
ovl_Bg_Hidan_Curtain,808E41C0
ovl_Bg_Spot00_Hanebasi,808E4C60
ovl_En_Mb,808E5D70
ovl_En_Bombf,808E9F00
ovl_Bg_Hidan_Firewall,808EB370
ovl_Bg_Dy_Yoseizo,808EBAD0
ovl_En_Zl2,808EE8D0
ovl_Bg_Hidan_Fslift,808F3000
ovl_En_OE2,808F34D0
ovl_Bg_Ydan_Hasi,808F35B0
ovl_Bg_Ydan_Maruta,808F3D60
ovl_Boss_Ganondrof,808F4440
ovl_En_Am,808F91B0
ovl_En_Dekubaba,808FB5B0
ovl_En_M_Fire1,808FF050
ovl_En_M_Thunder,808FF1F0
ovl_Bg_Ddan_Jd,809007E0
ovl_Bg_Breakwall,80900E30
ovl_En_Jj,80901CA0
ovl_En_Horse_Zelda,80903270
ovl_Bg_Ddan_Kd,80903D60
ovl_Door_Warp1,80904650
ovl_Obj_Syokudai,80908900
ovl_Item_B_Heart,80909540
ovl_En_Dekunuts,80909930
ovl_Bg_Menkuri_Kaiten,8090B130
ovl_Bg_Menkuri_Eye,8090B2C0
ovl_En_Vali,8090B760
ovl_Bg_Mizu_Movebg,8090DE00
ovl_Bg_Mizu_Water,8090EFA0
ovl_Arms_Hook,8090FC70
ovl_En_fHG,809109D0
ovl_Bg_Mori_Hineri,80913300
ovl_En_Bb,80913FD0
ovl_Bg_Toki_Hikari,80917CA0
ovl_En_Yukabyun,80918A40
ovl_Bg_Toki_Swd,80919050
ovl_En_Fhg_Fire,8091A6A0
ovl_Bg_Mjin,8091CCC0
ovl_Bg_Hidan_Kousi,8091D0A0
ovl_Door_Toki,8091D620
ovl_Bg_Hidan_Hamstep,8091D780
ovl_En_Bird,8091E610
ovl_En_Wood02,8091EAD0
ovl_En_Lightbox,8091FCB0
ovl_En_Pu_box,80920130
ovl_En_Trap,80920470
ovl_En_Arow_Trap,80921710
ovl_En_Vase,80921860
ovl_En_Ta,80921960
ovl_En_Tk,80925320
ovl_Bg_Mori_Bigst,80927150
ovl_Bg_Mori_Elevator,80927A80
ovl_Bg_Mori_Kaitenkabe,80928570
ovl_Bg_Mori_Rakkatenjo,80928BD0
ovl_En_Vm,80929540
ovl_Demo_Effect,8092ADF0
ovl_Demo_Kankyo,809308F0
ovl_Bg_Hidan_Fwbig,809345F0
ovl_En_Floormas,809352D0
ovl_En_Heishi1,809386B0
ovl_En_Rd,80939BC0
ovl_En_Po_Sisters,8093C470
