Name,VRAM start
makerom,80000000
boot,80000460
dmadata,
Audiobank,
Audioseq,
Audiotable,
link_animetion,
icon_item_static,
icon_item_24_static,
icon_item_field_static,
icon_item_dungeon_static,
icon_item_gameover_static,
icon_item_nes_static,
icon_item_ger_static,
icon_item_fra_static,
item_name_static,
map_name_static,
do_action_static,
message_static,
message_texture_static,
nes_font_static,
nes_message_data_static,
ger_message_data_static,
fra_message_data_static,
staff_message_data_static,
map_grand_static,
map_48x85_static,
map_i_static,
code,80010F00
ovl_title,80800000
ovl_select,80800850
ovl_opening,808034D0
ovl_file_choose,80803630
ovl_kaleido_scope,80812260
ovl_player_actor,8082EC90
ovl_map_mark_data,80855470
ovl_En_Test,8085BF50
ovl_Arms_Hook,80861800
ovl_Arrow_Fire,80862570
ovl_Arrow_Ice,80864450
ovl_Arrow_Light,80866350
ovl_Bg_Bdan_Objects,80868260
ovl_Bg_Bdan_Switch,80869530
ovl_Bg_Bom_Guard,8086A960
ovl_Bg_Bombwall,8086AB80
ovl_Bg_Bowl_Wall,8086B440
ovl_Bg_Breakwall,8086BDC0
ovl_Bg_Ddan_Jd,8086CC30
ovl_Bg_Ddan_Kd,8086D280
ovl_Bg_Dodoago,8086DB70
ovl_Bg_Dy_Yoseizo,8086E920
ovl_Bg_Ganon_Otyuka,80871710
ovl_Bg_Gate_Shutter,80873D50
ovl_Bg_Gjyo_Bridge,808741E0
ovl_Bg_Gnd_Darkmeiro,808746D0
ovl_Bg_Gnd_Firemeiro,80874E90
ovl_Bg_Gnd_Iceblock,808753E0
ovl_Bg_Gnd_Nisekabe,808764E0
ovl_Bg_Gnd_Soulmeiro,80876650
ovl_Bg_Haka,80876EB0
ovl_Bg_Haka_Gate,80877570
ovl_Bg_Haka_Huta,80878610
ovl_Bg_Haka_Megane,808790B0
ovl_Bg_Haka_MeganeBG,808794B0
ovl_Bg_Haka_Sgami,80879B70
ovl_Bg_Haka_Ship,8087A790
ovl_Bg_Haka_Trap,8087B1E0
ovl_Bg_Haka_Tubo,8087C7B0
ovl_Bg_Haka_Water,8087D1D0
ovl_Bg_Haka_Zou,8087D9D0
ovl_Bg_Heavy_Block,8087EBC0
ovl_Bg_Hidan_Curtain,808804B0
ovl_Bg_Hidan_Dalm,80880F50
ovl_Bg_Hidan_Firewall,808817A0
ovl_Bg_Hidan_Fslift,80881F00
ovl_Bg_Hidan_Fwbig,808823D0
ovl_Bg_Hidan_Hamstep,808830B0
ovl_Bg_Hidan_Hrock,80883F60
ovl_Bg_Hidan_Kousi,80884790
ovl_Bg_Hidan_Kowarerukabe,80884D20
ovl_Bg_Hidan_Rock,80885C00
ovl_Bg_Hidan_Rsekizou,80886D00
ovl_Bg_Hidan_Sekizou,808878E0
ovl_Bg_Hidan_Sima,80888D30
ovl_Bg_Hidan_Syoku,80889C30
ovl_Bg_Ice_Objects,8088A090
ovl_Bg_Ice_Shelter,8088AFD0
ovl_Bg_Ice_Shutter,8088C210
ovl_Bg_Ice_Turara,8088C680
ovl_Bg_Ingate,8088CEB0
ovl_Bg_Jya_1flift,8088D240
ovl_Bg_Jya_Amishutter,8088D8D0
ovl_Bg_Jya_Bigmirror,8088DC60
ovl_Bg_Jya_Block,8088E4B0
ovl_Bg_Jya_Bombchuiwa,8088E720
ovl_Bg_Jya_Bombiwa,8088F260
ovl_Bg_Jya_Cobra,8088F820
ovl_Bg_Jya_Goroiwa,80891560
ovl_Bg_Jya_Haheniron,80891CE0
ovl_Bg_Jya_Ironobj,808924D0
ovl_Bg_Jya_Kanaami,80893280
ovl_Bg_Jya_Lift,80893630
ovl_Bg_Jya_Megami,80893B80
ovl_Bg_Jya_Zurerukabe,80894D70
ovl_Bg_Menkuri_Eye,80895420
ovl_Bg_Menkuri_Kaiten,808958C0
ovl_Bg_Menkuri_Nisekabe,80895A50
ovl_Bg_Mizu_Bwall,80895BA0
ovl_Bg_Mizu_Movebg,80897070
ovl_Bg_Mizu_Shutter,80898200
ovl_Bg_Mizu_Uzu,80898A00
ovl_Bg_Mizu_Water,80898BD0
ovl_Bg_Mjin,808998A0
ovl_Bg_Mori_Bigst,80899C90
ovl_Bg_Mori_Elevator,8089A5C0
ovl_Bg_Mori_Hashigo,8089B0B0
ovl_Bg_Mori_Hashira4,8089B970
ovl_Bg_Mori_Hineri,8089BF00
ovl_Bg_Mori_Idomizu,8089CC50
ovl_Bg_Mori_Kaitenkabe,8089D290
ovl_Bg_Mori_Rakkatenjo,8089D900
ovl_Bg_Po_Event,8089E280
ovl_Bg_Po_Syokudai,808A00C0
ovl_Bg_Pushbox,808A0A30
ovl_Bg_Relay_Objects,808A0D30
ovl_Bg_Spot00_Break,808A14E0
ovl_Bg_Spot00_Hanebasi,808A1680
ovl_Bg_Spot01_Fusya,808A2790
ovl_Bg_Spot01_Idohashira,808A2A30
ovl_Bg_Spot01_Idomizu,808A3630
ovl_Bg_Spot01_Idosoko,808A3950
ovl_Bg_Spot01_Objects2,808A3B60
