Name,VRAM start
makerom,80000000
boot,80000460
dmadata,
Audiobank,
Audioseq,
Audiotable,
kanji,
link_animetion,
icon_item_static,
icon_item_24_static,
icon_item_field_static,
icon_item_dungeon_static,
icon_item_gameover_static,
icon_item_jpn_static,
icon_item_nes_static,
item_name_static,
map_name_static,
do_action_static,
message_static,
message_texture_static,
nes_font_static,
jpn_message_data_static,
nes_message_data_static,
staff_message_data_static,
map_grand_static,
map_48x85_static,
map_i_static,
code,80010EE0
ovl_title,80800000
ovl_select,80800850
ovl_opening,808034D0
ovl_file_choose,80803630
ovl_kaleido_scope,808135A0
ovl_player_actor,8082FD90
ovl_map_mark_data,80856570
ovl_En_Test,8085D0D0
ovl_Arms_Hook,80862980
ovl_Arrow_Fire,808636F0
ovl_Arrow_Ice,808655D0
ovl_Arrow_Light,808674D0
ovl_Bg_Bdan_Objects,808693E0
ovl_Bg_Bdan_Switch,8086A6B0
ovl_Bg_Bom_Guard,8086BAE0
ovl_Bg_Bombwall,8086BD00
ovl_Bg_Bowl_Wall,8086C5C0
ovl_Bg_Breakwall,8086CF40
ovl_Bg_Ddan_Jd,8086DDB0
ovl_Bg_Ddan_Kd,8086E400
ovl_Bg_Dodoago,8086ECF0
ovl_Bg_Dy_Yoseizo,8086FAA0
ovl_Bg_Ganon_Otyuka,80872890
ovl_Bg_Gate_Shutter,80874ED0
ovl_Bg_Gjyo_Bridge,80875360
ovl_Bg_Gnd_Darkmeiro,80875850
ovl_Bg_Gnd_Firemeiro,80876010
ovl_Bg_Gnd_Iceblock,80876560
ovl_Bg_Gnd_Nisekabe,80877660
ovl_Bg_Gnd_Soulmeiro,808777D0
ovl_Bg_Haka,80878030
ovl_Bg_Haka_Gate,808786F0
ovl_Bg_Haka_Huta,80879790
ovl_Bg_Haka_Megane,8087A230
ovl_Bg_Haka_MeganeBG,8087A630
ovl_Bg_Haka_Sgami,8087ACF0
ovl_Bg_Haka_Ship,8087B910
ovl_Bg_Haka_Trap,8087C360
ovl_Bg_Haka_Tubo,8087D930
ovl_Bg_Haka_Water,8087E350
ovl_Bg_Haka_Zou,8087EB50
ovl_Bg_Heavy_Block,8087FD40
ovl_Bg_Hidan_Curtain,80881630
ovl_Bg_Hidan_Dalm,808820D0
ovl_Bg_Hidan_Firewall,80882920
ovl_Bg_Hidan_Fslift,80883080
ovl_Bg_Hidan_Fwbig,80883550
ovl_Bg_Hidan_Hamstep,80884230
ovl_Bg_Hidan_Hrock,808850E0
ovl_Bg_Hidan_Kousi,80885910
ovl_Bg_Hidan_Kowarerukabe,80885EA0
ovl_Bg_Hidan_Rock,80886D80
ovl_Bg_Hidan_Rsekizou,80887E80
ovl_Bg_Hidan_Sekizou,80888A60
ovl_Bg_Hidan_Sima,80889EB0
ovl_Bg_Hidan_Syoku,8088ADB0
ovl_Bg_Ice_Objects,8088B210
ovl_Bg_Ice_Shelter,8088C150
ovl_Bg_Ice_Shutter,8088D390
ovl_Bg_Ice_Turara,8088D800
ovl_Bg_Ingate,8088E030
ovl_Bg_Jya_1flift,8088E3C0
ovl_Bg_Jya_Amishutter,8088EA50
ovl_Bg_Jya_Bigmirror,8088EDE0
ovl_Bg_Jya_Block,8088F630
ovl_Bg_Jya_Bombchuiwa,8088F8A0
ovl_Bg_Jya_Bombiwa,808903E0
ovl_Bg_Jya_Cobra,808909A0
ovl_Bg_Jya_Goroiwa,808926E0
ovl_Bg_Jya_Haheniron,80892E60
ovl_Bg_Jya_Ironobj,80893650
ovl_Bg_Jya_Kanaami,80894400
ovl_Bg_Jya_Lift,808947B0
ovl_Bg_Jya_Megami,80894D00
ovl_Bg_Jya_Zurerukabe,80895EF0
ovl_Bg_Menkuri_Eye,808965A0
ovl_Bg_Menkuri_Kaiten,80896A40
ovl_Bg_Menkuri_Nisekabe,80896BD0
ovl_Bg_Mizu_Bwall,80896D20
ovl_Bg_Mizu_Movebg,808981F0
ovl_Bg_Mizu_Shutter,80899380
ovl_Bg_Mizu_Uzu,80899B80
ovl_Bg_Mizu_Water,80899D50
ovl_Bg_Mjin,8089AA20
ovl_Bg_Mori_Bigst,8089AE10
ovl_Bg_Mori_Elevator,8089B740
ovl_Bg_Mori_Hashigo,8089C230
ovl_Bg_Mori_Hashira4,8089CAF0
ovl_Bg_Mori_Hineri,8089D080
ovl_Bg_Mori_Idomizu,8089DDD0
ovl_Bg_Mori_Kaitenkabe,8089E410
ovl_Bg_Mori_Rakkatenjo,8089EA80
ovl_Bg_Po_Event,8089F400
ovl_Bg_Po_Syokudai,808A1240
ovl_Bg_Pushbox,808A1BB0
ovl_Bg_Relay_Objects,808A1EB0
ovl_Bg_Spot00_Break,808A2660
ovl_Bg_Spot00_Hanebasi,808A2800
ovl_Bg_Spot01_Fusya,808A3910
ovl_Bg_Spot01_Idohashira,808A3BB0
ovl_Bg_Spot01_Idomizu,808A47B0
ovl_Bg_Spot01_Idosoko,808A4AD0
ovl_Bg_Spot01_Objects2,808A4CE0
