Name,VRAM start
makerom,80000000
boot,80000450
dmadata,
Audiobank,
Audioseq,
Audiotable,
kanji,
link_animetion,
icon_item_static,
icon_item_24_static,
icon_item_field_static,
icon_item_dungeon_static,
icon_item_gameover_static,
icon_item_jpn_static,
icon_item_nes_static,
item_name_static,
map_name_static,
do_action_static,
message_static,
message_texture_static,
nes_font_static,
jpn_message_data_static,
nes_message_data_static,
staff_message_data_static,
map_grand_static,
map_48x85_static,
map_i_static,
code,80018FA0
ovl_title,80800000
ovl_select,80800930
ovl_opening,808035B0
ovl_file_choose,80803700
ovl_kaleido_scope,808141F0
ovl_player_actor,80830290
ovl_map_mark_data,80856A70
ovl_En_Test,8085D5D0
ovl_En_GirlA,80862E80
ovl_En_Part,808657A0
ovl_En_Light,80866E00
ovl_En_Door,80867C00
ovl_En_Box,80868A40
ovl_En_Poh,8086A5A0
ovl_En_Okuta,8086E790
ovl_En_Bom,80870D70
ovl_En_Wallmas,80871C40
ovl_En_Dodongo,80873650
ovl_En_Firefly,808763F0
ovl_En_Horse,80878560
ovl_En_Arrow,808847C0
ovl_En_Elf,80885EC0
ovl_En_Niw,8088A880
ovl_En_Tite,8088DBB0
ovl_En_Reeba,80890950
ovl_En_Peehat,808923C0
ovl_En_Holl,80895AC0
ovl_En_Scene_Change,80896A90
ovl_En_Zf,80896BC0
ovl_En_Hata,8089D6B0
ovl_Boss_Dodongo,8089DC40
ovl_Boss_Goma,808A7740
ovl_En_Zl1,808AD6E0
ovl_En_Viewer,808B14F0
ovl_En_Goma,808B43B0
ovl_Bg_Pushbox,808B7060
ovl_En_Bubble,808B7360
ovl_Door_Shutter,808B8780
ovl_En_Dodojr,808BAA40
ovl_En_Bdfire,808BC8E0
ovl_En_Boom,808BD480
ovl_En_Torch2,808BDD50
ovl_En_Bili,808C04F0
ovl_En_Tp,808C27C0
ovl_En_St,808C4630
ovl_En_Bw,808C72A0
ovl_En_Eiyer,808CA630
ovl_En_River_Sound,808CC290
ovl_En_Horse_Normal,808CCC20
ovl_En_Ossan,808CF240
ovl_Bg_Treemouth,808D5820
ovl_Bg_Dodoago,808D6E80
ovl_Bg_Hidan_Dalm,808D7C30
ovl_Bg_Hidan_Hrock,808D8480
ovl_En_Horse_Ganon,808D8CB0
ovl_Bg_Hidan_Rock,808D9A30
ovl_Bg_Hidan_Rsekizou,808DAB30
ovl_Bg_Hidan_Sekizou,808DB710
ovl_Bg_Hidan_Sima,808DCB60
ovl_Bg_Hidan_Syoku,808DDA60
ovl_En_Xc,808DDEC0
ovl_Bg_Hidan_Curtain,808E4650
ovl_Bg_Spot00_Hanebasi,808E50F0
ovl_En_Mb,808E6200
ovl_En_Bombf,808EA430
ovl_Bg_Hidan_Firewall,808EB8C0
ovl_Bg_Dy_Yoseizo,808EC020
ovl_En_Zl2,808EEE10
ovl_Bg_Hidan_Fslift,808F3510
ovl_En_OE2,808F39E0
ovl_Bg_Ydan_Hasi,808F3AC0
ovl_Bg_Ydan_Maruta,808F4270
ovl_Boss_Ganondrof,808F4950
ovl_En_Am,808F96E0
ovl_En_Dekubaba,808FBAE0
ovl_En_M_Fire1,808FF590
ovl_En_M_Thunder,808FF730
ovl_Bg_Ddan_Jd,80900D30
ovl_Bg_Breakwall,80901380
ovl_En_Jj,809021F0
ovl_En_Horse_Zelda,809037C0
ovl_Bg_Ddan_Kd,809042B0
ovl_Door_Warp1,80904BA0
ovl_Obj_Syokudai,80908EB0
ovl_Item_B_Heart,80909B00
ovl_En_Dekunuts,80909F10
ovl_Bg_Menkuri_Kaiten,8090B710
ovl_Bg_Menkuri_Eye,8090B8A0
ovl_En_Vali,8090BD40
ovl_Bg_Mizu_Movebg,8090E400
ovl_Bg_Mizu_Water,8090F590
ovl_Arms_Hook,80910260
ovl_En_fHG,80910FD0
ovl_Bg_Mori_Hineri,80913900
ovl_En_Bb,80914650
ovl_Bg_Toki_Hikari,80918330
ovl_En_Yukabyun,809190D0
ovl_Bg_Toki_Swd,809196E0
ovl_En_Fhg_Fire,8091AD30
ovl_Bg_Mjin,8091D3D0
ovl_Bg_Hidan_Kousi,8091D7C0
ovl_Door_Toki,8091DD50
ovl_Bg_Hidan_Hamstep,8091DEB0
ovl_En_Bird,8091ED60
ovl_En_Wood02,8091F220
ovl_En_Lightbox,80920400
ovl_En_Pu_box,80920880
ovl_En_Trap,80920BC0
ovl_En_Arow_Trap,80921E60
ovl_En_Vase,80921FB0
ovl_En_Ta,809220B0
ovl_En_Tk,80925A70
ovl_Bg_Mori_Bigst,809278A0
ovl_Bg_Mori_Elevator,809281D0
ovl_Bg_Mori_Kaitenkabe,80928CC0
ovl_Bg_Mori_Rakkatenjo,80929330
ovl_En_Vm,80929CB0
ovl_Demo_Effect,8092B570
ovl_Demo_Kankyo,80931110
ovl_Bg_Hidan_Fwbig,80934E00
ovl_En_Floormas,80935AE0
ovl_En_Heishi1,80938EC0
ovl_En_Rd,8093A3D0
ovl_En_Po_Sisters,8093CC90
ovl_Bg_Heavy_Block,80941980
ovl_Bg_Po_Event,80943270
ovl_Obj_Mure,809450B0
ovl_En_Sw,809460C0
ovl_Boss_Fd,809498B0
ovl_Object_Kankyo,80950C10
ovl_En_Du,80953E90
ovl_En_Fd,80955920
ovl_En_Horse_Link_Child,809585C0
ovl_Door_Ana,8095A3C0
ovl_Bg_Spot02_Objects,8095AA30
ovl_Bg_Haka,8095BD90
ovl_Magic_Wind,8095C450
ovl_Magic_Fire,8095E150
ovl_En_Ru1,80960450
ovl_Boss_Fd2,80967AF0
ovl_En_Fd_Fire,8096B820
ovl_En_Dh,8096C530
ovl_En_Dha,8096E010
ovl_En_Rl,8096F010
ovl_En_Encount1,8096FEF0
ovl_Demo_Du,80970A50
ovl_Demo_Im,80974230
ovl_Demo_Tre_Lgt,809781A0
ovl_En_Fw,809788B0
ovl_Bg_Vb_Sima,8097A070
ovl_En_Vb_Ball,8097A790
ovl_Bg_Haka_Megane,8097B940
ovl_Bg_Haka_MeganeBG,8097BD40
ovl_Bg_Haka_Ship,8097C400
ovl_Bg_Haka_Sgami,8097CE50
ovl_En_Heishi2,8097DA70
ovl_En_Encount2,8097FC70
ovl_En_Fire_Rock,80980EA0
ovl_En_Brob,80981FB0
ovl_Mir_Ray,809830A0
ovl_Bg_Spot09_Obj,80984950
ovl_Bg_Spot18_Obj,80984E70
ovl_Boss_Va,80985740
ovl_Bg_Haka_Tubo,8099C9D0
ovl_Bg_Haka_Trap,8099D3F0
ovl_Bg_Haka_Huta,8099E9C0
ovl_Bg_Haka_Zou,8099F460
ovl_Bg_Spot17_Funen,809A0650
ovl_En_Syateki_Itm,809A08A0
ovl_En_Syateki_Man,809A1640
ovl_En_Tana,809A2400
ovl_En_Nb,809A26B0
ovl_Boss_Mo,809A6C80
ovl_En_Sb,809B7260
ovl_En_Bigokuta,809B86A0
ovl_En_Karebaba,809BB1A0
ovl_Bg_Bdan_Objects,809BCA90
ovl_Demo_Sa,809BDD60
ovl_Demo_Go,809C0880
ovl_En_In,809C15D0
ovl_En_Tr,809C4370
ovl_Bg_Spot16_Bombstone,809C5C70
ovl_Bg_Hidan_Kowarerukabe,809C71C0
ovl_Bg_Bombwall,809C80A0
ovl_En_Ru2,809C8960
ovl_Obj_Dekujr,809CB6E0
ovl_Bg_Mizu_Uzu,809CBD20
ovl_Bg_Spot06_Objects,809CBEF0
ovl_Bg_Ice_Objects,809CD2F0
ovl_Bg_Haka_Water,809CE230
ovl_En_Ma2,809CEA30
ovl_En_Bom_Chu,809CFA90
ovl_En_Horse_Game_Check,809D1130
ovl_Boss_Tw,809D2200
ovl_En_Rr,809E7DD0
ovl_En_Ba,809EA300
ovl_En_Bx,809EC1D0
ovl_En_Anubice,809ECCD0
ovl_En_Anubice_Fire,809EDF80
ovl_Bg_Mori_Hashigo,809EED40
ovl_Bg_Mori_Hashira4,809EF600
ovl_Bg_Mori_Idomizu,809EFB90
ovl_Bg_Spot16_Doughnut,809F01D0
ovl_Bg_Bdan_Switch,809F0790
ovl_En_Ma1,809F1BC0
ovl_Boss_Ganon,809F2EA0
ovl_Boss_Sst,80A18CD0
ovl_En_Ny,80A252A0
ovl_En_Fr,80A26BE0
ovl_Item_Shield,80A29670
ovl_Bg_Ice_Shelter,80A2A080
ovl_En_Ice_Hono,80A2B2C0
ovl_Item_Ocarina,80A2C4B0
ovl_Magic_Dark,80A2CC80
ovl_Demo_6K,80A2E4D0
ovl_En_Anubice_Tag,80A31230
ovl_Bg_Haka_Gate,80A31500
ovl_Bg_Spot15_Saku,80A325A0
ovl_Bg_Jya_Goroiwa,80A328E0
ovl_Bg_Jya_Zurerukabe,80A33060
ovl_Bg_Jya_Cobra,80A33710
ovl_Bg_Jya_Kanaami,80A35450
ovl_Fishing,80A35800
ovl_Obj_Oshihiki,80A4ED40
ovl_Bg_Gate_Shutter,80A507F0
ovl_Eff_Dust,80A50C80
ovl_Bg_Spot01_Fusya,80A52050
ovl_Bg_Spot01_Idohashira,80A522F0
ovl_Bg_Spot01_Idomizu,80A52EF0
ovl_Bg_Po_Syokudai,80A53210
ovl_Bg_Ganon_Otyuka,80A53B80
ovl_Bg_Spot15_Rrbox,80A561C0
ovl_Bg_Umajump,80A56FA0
ovl_En_Insect,80A57130
ovl_En_Butte,80A59650
ovl_En_Fish,80A5AC20
ovl_Bg_Spot08_Iceblock,80A5CD30
ovl_Item_Etcetera,80A5DD70
ovl_Arrow_Fire,80A5E640
ovl_Arrow_Ice,80A60520
ovl_Arrow_Light,80A62420
ovl_Obj_Kibako,80A64330
ovl_Obj_Tsubo,80A65030
ovl_En_Wonder_Item,80A66020
ovl_En_Ik,80A66D50
ovl_Demo_Ik,80A6B3B0
ovl_En_Skj,80A6C8C0
ovl_En_Skjneedle,80A70210
ovl_En_G_Switch,80A70520
ovl_Demo_Ext,80A71D40
ovl_Demo_Shd,80A72690
ovl_En_Dns,80A74AA0
ovl_Elf_Msg,80A75E30
ovl_En_Honotrap,80A76420
ovl_En_Tubo_Trap,80A77980
ovl_Obj_Ice_Poly,80A78620
ovl_Bg_Spot03_Taki,80A78FD0
ovl_Bg_Spot07_Taki,80A798F0
ovl_En_Fz,80A79EE0
ovl_En_Po_Relay,80A7BEF0
ovl_Bg_Relay_Objects,80A7D600
ovl_En_Diving_Game,80A7DDB0
ovl_En_Kusa,80A7F760
ovl_Obj_Bean,80A80C40
ovl_Obj_Bombiwa,80A833D0
ovl_Obj_Switch,80A83940
ovl_Obj_Elevator,80A85720
ovl_Obj_Lift,80A85AE0
ovl_Obj_Hsblock,80A86500
ovl_En_Okarina_Tag,80A86AD0
ovl_En_Yabusame_Mark,80A87FD0
ovl_En_Goroiwa,80A886A0
ovl_En_Ex_Ruppy,80A8AA60
