offset,vram,.text
0,80000460,src/boot/boot_main.s
140,800005A0,src/boot/idle.s
3D0,80000830,src/boot/viconfig.s
520,80000980,src/boot/z_std_dma.s
B60,80000FC0,src/boot/yaz0.s
EA0,80001300,src/boot/z_locale.s
F60,800013C0,src/boot/is_debug.s
FC0,80001420,src/libultra/io/driverominit.s
11A0,80001600,src/boot/mio0.s
1250,800016B0,src/boot/stackcheck.s
14A0,80001900,src/boot/logutils.s
1500,80001960,src/libultra/io/piacs.s
15C0,80001A20,src/libultra/os/sendmesg.s
1710,80001B70,src/libultra/os/stopthread.s
17D0,80001C30,src/libultra/io/viextendvstart.s
17E0,80001C40,src/libultra/os/recvmesg.s
1920,80001D80,src/libultra/os/initialize.s
1C70,800020D0,src/libultra/libc/ll.s
1F30,80002390,src/libultra/os/exceptasm.s
2860,80002CC0,src/libultra/os/thread.s
28A0,80002D00,src/libultra/os/destroythread.s
29B0,80002E10,src/libultra/libc/bzero.s
2A50,80002EB0,src/libultra/os/parameters.s
2AB0,80002F10,src/libultra/os/createthread.s
2C00,80003060,src/libultra/os/setsr.s
2C10,80003070,src/libultra/os/getsr.s
2C20,80003080,src/libultra/os/writebackdcache.s
2CA0,80003100,src/libultra/io/vigetnextframebuf.s
2CE0,80003140,src/libultra/io/pimgr.s
2E60,800032C0,src/libultra/io/devmgr.s
3270,800036D0,src/libultra/io/pirawdma.s
3340,800037A0,src/libultra/os/virtualtophysical.s
33C0,80003820,src/libultra/io/viblack.s
3430,80003890,src/libultra/io/sirawread.s
3480,800038E0,src/libultra/os/getthreadid.s
34A0,80003900,src/libultra/os/setintmask.s
3540,800039A0,src/libultra/io/visetmode.s
35A0,80003A00,src/libultra/os/probetlb.s
3660,80003AC0,src/libultra/os/getmemsize.s
3780,80003BE0,src/libultra/os/seteventmesg.s
3840,80003CA0,src/libultra/os/unmaptlball.s
3930,80003D90,src/libultra/os/invalicache.s
39B0,80003E10,src/libultra/os/createmesgqueue.s
39E0,80003E40,src/libultra/os/invaldcache.s
3A90,80003EF0,src/libultra/io/si.s
3AC0,80003F20,src/libultra/os/jammesg.s
3C10,80004070,src/libultra/os/setthreadpri.s
3CF0,80004150,src/libultra/os/getthreadpri.s
3D10,80004170,src/libultra/io/epirawread.s
3E70,800042D0,src/libultra/io/viswapbuf.s
3EC0,80004320,src/libultra/io/epirawdma.s
40A0,80004500,src/libultra/libc/bcmp.s
41C0,80004620,src/libultra/os/gettime.s
4250,800046B0,src/libultra/os/timerintr.s
4680,80004AE0,src/libultra/os/getcount.s
4690,80004AF0,src/libultra/os/setglobalintmask.s
46E0,80004B40,src/libultra/os/setcompare.s
46F0,80004B50,src/libultra/libc/bcopy.s
4A00,80004E60,src/libultra/os/resetglobalintmask.s
4A60,80004EC0,src/libultra/os/interrupt.s
4AF0,80004F50,src/libultra/io/vi.s
4C10,80005070,src/libultra/io/viswapcontext.s
4F10,80005370,src/libultra/io/pigetcmdq.s
4F40,800053A0,src/libultra/io/epiread.s
4F90,800053F0,src/libultra/io/visetspecial.s
50F0,80005550,src/libultra/io/cartrominit.s
5250,800056B0,src/libultra/os/setfpccsr.s
5260,800056C0,src/libultra/os/getfpccsr.s
5270,800056D0,src/libultra/os/maptlbrdb.s
52D0,80005730,src/libultra/os/yieldthread.s
5320,80005780,src/libultra/os/getcause.s
5330,80005790,src/libultra/io/epirawwrite.s
5490,800058F0,src/libultra/io/sirawwrite.s
54E0,80005940,src/libultra/io/vimgr.s
57F0,80005C50,src/libultra/io/vigetcurrcontext.s
5800,80005C60,src/libultra/os/startthread.s
5950,80005DB0,src/libultra/io/visetyscale.s
59A0,80005E00,src/libultra/io/visetxscale.s
5AB0,80005F10,src/libultra/os/sethwintrroutine.s
5B20,80005F80,src/libultra/os/gethwintrroutine.s
5B50,80005FB0,src/libultra/os/setwatchlo.s
5B60,80005FC0,data/rsp_boot.text.s

offset,vram,.data
5C30,80006090,data/unk_800093F0.data.s
5C50,800060B0,data/unk_80009410.data.s
5C70,800060D0,src/boot/idle.s
5C90,800060F0,src/boot/viconfig.s
5CA0,80006100,src/boot/z_std_dma.s
5CB0,80006110,src/boot/z_locale.s
5CC0,80006120,src/libultra/io/driverominit.s
5CD0,80006130,src/boot/stackcheck.s
5CE0,80006140,src/libultra/io/piacs.s
5CF0,80006150,src/libultra/io/vimodepallan1.s
5D40,800061A0,src/libultra/os/initialize.s
5D60,800061C0,src/libultra/os/exceptasm.s
5D90,800061F0,src/libultra/os/thread.s
5DB0,80006210,src/libultra/io/pimgr.s
5DE0,80006240,src/libultra/os/seteventmesg.s
5DF0,80006250,src/libultra/os/timerintr.s
5E00,80006260,src/libultra/io/vimodentsclan1.s
5E50,800062B0,src/libultra/io/vimodempallan1.s
5EA0,80006300,src/libultra/io/vi.s
5F10,80006370,src/libultra/io/cartrominit.s
5F20,80006380,src/libultra/io/vimgr.s

offset,vram,.rodata
5F40,800063A0,src/boot/boot_main.s
5F50,800063B0,src/boot/idle.s
5F60,800063C0,src/boot/z_std_dma.s
5FC0,80006420,src/boot/z_locale.s
5FD0,80006430,src/boot/stackcheck.s
5FE0,80006440,src/boot/logutils.s
5FF0,80006450,src/libultra/os/exceptasm.s
6040,800064A0,src/libultra/io/devmgr.s
6060,800064C0,src/libultra/os/setintmask.s
60E0,80006540,src/boot/build.s

offset,vram,.bss
6110,80006570,src/boot/boot_main.s
6B00,80006F60,src/boot/idle.s
7710,80007B70,src/boot/z_std_dma.s
7E80,800082E0,src/boot/yaz0.s
8290,800086F0,src/boot/z_locale.s
82B0,80008710,src/libultra/io/driverominit.s
8330,80008790,src/libultra/io/piacs.s
8350,800087B0,src/libultra/os/initialize.s
8360,800087C0,src/libultra/io/pimgr.s
97D0,80009C30,src/libultra/os/seteventmesg.s
9850,80009CB0,src/libultra/os/timerintr.s
9890,80009CF0,src/libultra/io/cartrominit.s
9910,80009D70,src/libultra/io/vimgr.s
AB30,8000AF90,.end
