Name,VRAM start
makerom,80000000
boot,80000460
dmadata,
Audiobank,
Audioseq,
Audiotable,
link_animetion,
icon_item_static,
icon_item_24_static,
icon_item_field_static,
icon_item_dungeon_static,
icon_item_gameover_static,
icon_item_nes_static,
icon_item_ger_static,
icon_item_fra_static,
item_name_static,
map_name_static,
do_action_static,
message_static,
message_texture_static,
nes_font_static,
nes_message_data_static,
ger_message_data_static,
fra_message_data_static,
staff_message_data_static,
map_grand_static,
map_48x85_static,
map_i_static,
code,80010F00
ovl_title,80800000
ovl_select,80800850
ovl_opening,808034D0
ovl_file_choose,80803630
ovl_kaleido_scope,80812260
ovl_player_actor,8082EC90
ovl_map_mark_data,80855470
ovl_En_Test,8085BFD0
ovl_Arms_Hook,80861880
ovl_Arrow_Fire,808625F0
ovl_Arrow_Ice,808644D0
ovl_Arrow_Light,808663D0
ovl_Bg_Bdan_Objects,808682E0
ovl_Bg_Bdan_Switch,808695B0
ovl_Bg_Bom_Guard,8086A9E0
ovl_Bg_Bombwall,8086AC00
ovl_Bg_Bowl_Wall,8086B4C0
ovl_Bg_Breakwall,8086BE40
ovl_Bg_Ddan_Jd,8086CCB0
ovl_Bg_Ddan_Kd,8086D300
ovl_Bg_Dodoago,8086DBF0
ovl_Bg_Dy_Yoseizo,8086E9A0
ovl_Bg_Ganon_Otyuka,80871790
ovl_Bg_Gate_Shutter,80873DD0
ovl_Bg_Gjyo_Bridge,80874260
ovl_Bg_Gnd_Darkmeiro,80874750
ovl_Bg_Gnd_Firemeiro,80874F10
ovl_Bg_Gnd_Iceblock,80875460
ovl_Bg_Gnd_Nisekabe,80876560
ovl_Bg_Gnd_Soulmeiro,808766D0
ovl_Bg_Haka,80876F30
ovl_Bg_Haka_Gate,808775F0
ovl_Bg_Haka_Huta,80878690
ovl_Bg_Haka_Megane,80879130
ovl_Bg_Haka_MeganeBG,80879530
ovl_Bg_Haka_Sgami,80879BF0
ovl_Bg_Haka_Ship,8087A810
ovl_Bg_Haka_Trap,8087B260
ovl_Bg_Haka_Tubo,8087C830
ovl_Bg_Haka_Water,8087D250
ovl_Bg_Haka_Zou,8087DA50
ovl_Bg_Heavy_Block,8087EC40
ovl_Bg_Hidan_Curtain,80880530
ovl_Bg_Hidan_Dalm,80880FD0
ovl_Bg_Hidan_Firewall,80881820
ovl_Bg_Hidan_Fslift,80881F80
ovl_Bg_Hidan_Fwbig,80882450
ovl_Bg_Hidan_Hamstep,80883130
ovl_Bg_Hidan_Hrock,80883FE0
ovl_Bg_Hidan_Kousi,80884810
ovl_Bg_Hidan_Kowarerukabe,80884DA0
ovl_Bg_Hidan_Rock,80885C80
ovl_Bg_Hidan_Rsekizou,80886D80
ovl_Bg_Hidan_Sekizou,80887960
ovl_Bg_Hidan_Sima,80888DB0
ovl_Bg_Hidan_Syoku,80889CB0
ovl_Bg_Ice_Objects,8088A110
ovl_Bg_Ice_Shelter,8088B050
ovl_Bg_Ice_Shutter,8088C290
ovl_Bg_Ice_Turara,8088C700
ovl_Bg_Ingate,8088CF30
ovl_Bg_Jya_1flift,8088D2C0
ovl_Bg_Jya_Amishutter,8088D950
ovl_Bg_Jya_Bigmirror,8088DCE0
ovl_Bg_Jya_Block,8088E530
ovl_Bg_Jya_Bombchuiwa,8088E7A0
ovl_Bg_Jya_Bombiwa,8088F2E0
ovl_Bg_Jya_Cobra,8088F8A0
ovl_Bg_Jya_Goroiwa,808915E0
ovl_Bg_Jya_Haheniron,80891D60
ovl_Bg_Jya_Ironobj,80892550
ovl_Bg_Jya_Kanaami,80893300
ovl_Bg_Jya_Lift,808936B0
ovl_Bg_Jya_Megami,80893C00
ovl_Bg_Jya_Zurerukabe,80894DF0
ovl_Bg_Menkuri_Eye,808954A0
ovl_Bg_Menkuri_Kaiten,80895940
ovl_Bg_Menkuri_Nisekabe,80895AD0
ovl_Bg_Mizu_Bwall,80895C20
ovl_Bg_Mizu_Movebg,808970F0
ovl_Bg_Mizu_Shutter,80898280
ovl_Bg_Mizu_Uzu,80898A80
ovl_Bg_Mizu_Water,80898C50
ovl_Bg_Mjin,80899920
ovl_Bg_Mori_Bigst,80899D10
ovl_Bg_Mori_Elevator,8089A640
ovl_Bg_Mori_Hashigo,8089B130
ovl_Bg_Mori_Hashira4,8089B9F0
ovl_Bg_Mori_Hineri,8089BF80
ovl_Bg_Mori_Idomizu,8089CCD0
ovl_Bg_Mori_Kaitenkabe,8089D310
ovl_Bg_Mori_Rakkatenjo,8089D980
ovl_Bg_Po_Event,8089E300
ovl_Bg_Po_Syokudai,808A0140
ovl_Bg_Pushbox,808A0AB0
ovl_Bg_Relay_Objects,808A0DB0
ovl_Bg_Spot00_Break,808A1560
ovl_Bg_Spot00_Hanebasi,808A1700
ovl_Bg_Spot01_Fusya,808A2810
ovl_Bg_Spot01_Idohashira,808A2AB0
ovl_Bg_Spot01_Idomizu,808A36B0
ovl_Bg_Spot01_Idosoko,808A39D0
