Name,VRAM start
makerom,80000000
boot,80000460
dmadata,
Audiobank,
Audioseq,
Audiotable,
kanji,
link_animetion,
icon_item_static,
icon_item_24_static,
icon_item_field_static,
icon_item_dungeon_static,
icon_item_gameover_static,
icon_item_jpn_static,
icon_item_nes_static,
item_name_static,
map_name_static,
do_action_static,
message_static,
message_texture_static,
nes_font_static,
jpn_message_data_static,
nes_message_data_static,
staff_message_data_static,
map_grand_static,
map_48x85_static,
map_i_static,
code,80010EE0
ovl_title,80800000
ovl_select,80800850
ovl_opening,808034D0
ovl_file_choose,80803630
ovl_kaleido_scope,808135B0
ovl_player_actor,8082FDA0
ovl_map_mark_data,80856580
ovl_En_Test,8085D060
ovl_Arms_Hook,80862910
ovl_Arrow_Fire,80863680
ovl_Arrow_Ice,80865560
ovl_Arrow_Light,80867460
ovl_Bg_Bdan_Objects,80869370
ovl_Bg_Bdan_Switch,8086A640
ovl_Bg_Bom_Guard,8086BA70
ovl_Bg_Bombwall,8086BC90
ovl_Bg_Bowl_Wall,8086C550
ovl_Bg_Breakwall,8086CED0
ovl_Bg_Ddan_Jd,8086DD40
ovl_Bg_Ddan_Kd,8086E390
ovl_Bg_Dodoago,8086EC80
ovl_Bg_Dy_Yoseizo,8086FA30
ovl_Bg_Ganon_Otyuka,80872820
ovl_Bg_Gate_Shutter,80874E60
ovl_Bg_Gjyo_Bridge,808752F0
ovl_Bg_Gnd_Darkmeiro,808757E0
ovl_Bg_Gnd_Firemeiro,80875FA0
ovl_Bg_Gnd_Iceblock,808764F0
ovl_Bg_Gnd_Nisekabe,808775F0
ovl_Bg_Gnd_Soulmeiro,80877760
ovl_Bg_Haka,80877FC0
ovl_Bg_Haka_Gate,80878680
ovl_Bg_Haka_Huta,80879720
ovl_Bg_Haka_Megane,8087A1C0
ovl_Bg_Haka_MeganeBG,8087A5C0
ovl_Bg_Haka_Sgami,8087AC80
ovl_Bg_Haka_Ship,8087B8A0
ovl_Bg_Haka_Trap,8087C2F0
ovl_Bg_Haka_Tubo,8087D8C0
ovl_Bg_Haka_Water,8087E2E0
ovl_Bg_Haka_Zou,8087EAE0
ovl_Bg_Heavy_Block,8087FCD0
ovl_Bg_Hidan_Curtain,808815C0
ovl_Bg_Hidan_Dalm,80882060
ovl_Bg_Hidan_Firewall,808828B0
ovl_Bg_Hidan_Fslift,80883010
ovl_Bg_Hidan_Fwbig,808834E0
ovl_Bg_Hidan_Hamstep,808841C0
ovl_Bg_Hidan_Hrock,80885070
ovl_Bg_Hidan_Kousi,808858A0
ovl_Bg_Hidan_Kowarerukabe,80885E30
ovl_Bg_Hidan_Rock,80886D10
ovl_Bg_Hidan_Rsekizou,80887E10
ovl_Bg_Hidan_Sekizou,808889F0
ovl_Bg_Hidan_Sima,80889E40
ovl_Bg_Hidan_Syoku,8088AD40
ovl_Bg_Ice_Objects,8088B1A0
ovl_Bg_Ice_Shelter,8088C0E0
ovl_Bg_Ice_Shutter,8088D320
ovl_Bg_Ice_Turara,8088D790
ovl_Bg_Ingate,8088DFC0
ovl_Bg_Jya_1flift,8088E350
ovl_Bg_Jya_Amishutter,8088E9E0
ovl_Bg_Jya_Bigmirror,8088ED70
ovl_Bg_Jya_Block,8088F5C0
ovl_Bg_Jya_Bombchuiwa,8088F830
ovl_Bg_Jya_Bombiwa,80890370
ovl_Bg_Jya_Cobra,80890930
ovl_Bg_Jya_Goroiwa,80892670
ovl_Bg_Jya_Haheniron,80892DF0
ovl_Bg_Jya_Ironobj,808935E0
ovl_Bg_Jya_Kanaami,80894390
ovl_Bg_Jya_Lift,80894740
ovl_Bg_Jya_Megami,80894C90
ovl_Bg_Jya_Zurerukabe,80895E80
ovl_Bg_Menkuri_Eye,80896530
ovl_Bg_Menkuri_Kaiten,808969D0
ovl_Bg_Menkuri_Nisekabe,80896B60
ovl_Bg_Mizu_Bwall,80896CB0
ovl_Bg_Mizu_Movebg,80898180
ovl_Bg_Mizu_Shutter,80899310
ovl_Bg_Mizu_Uzu,80899B10
ovl_Bg_Mizu_Water,80899CE0
ovl_Bg_Mjin,8089A9B0
ovl_Bg_Mori_Bigst,8089ADA0
ovl_Bg_Mori_Elevator,8089B6D0
ovl_Bg_Mori_Hashigo,8089C1C0
ovl_Bg_Mori_Hashira4,8089CA80
ovl_Bg_Mori_Hineri,8089D010
ovl_Bg_Mori_Idomizu,8089DD60
ovl_Bg_Mori_Kaitenkabe,8089E3A0
ovl_Bg_Mori_Rakkatenjo,8089EA10
ovl_Bg_Po_Event,8089F390
ovl_Bg_Po_Syokudai,808A11D0
ovl_Bg_Pushbox,808A1B40
ovl_Bg_Relay_Objects,808A1E40
ovl_Bg_Spot00_Break,808A25F0
ovl_Bg_Spot00_Hanebasi,808A2790
ovl_Bg_Spot01_Fusya,808A38A0
ovl_Bg_Spot01_Idohashira,808A3B40
ovl_Bg_Spot01_Idomizu,808A4740
ovl_Bg_Spot01_Idosoko,808A4A60
