Name,VRAM start
makerom,80000000
boot,80000460
dmadata,
Audiobank,
Audioseq,
Audiotable,
link_animetion,
icon_item_static,
icon_item_24_static,
icon_item_field_static,
icon_item_dungeon_static,
icon_item_gameover_static,
icon_item_nes_static,
icon_item_ger_static,
icon_item_fra_static,
item_name_static,
map_name_static,
do_action_static,
message_static,
message_texture_static,
nes_font_static,
nes_message_data_static,
ger_message_data_static,
fra_message_data_static,
staff_message_data_static,
map_grand_static,
map_i_static,
map_48x85_static,
code,8001CE60
ovl_title,80800000
ovl_select,80800B90
ovl_opening,80803BF0
ovl_file_choose,80803D40
ovl_kaleido_scope,80813820
ovl_player_actor,80832210
ovl_map_mark_data,80858B70
ovl_En_Test,8085F650
ovl_Arms_Hook,80864F00
ovl_Arrow_Fire,80865D10
ovl_Arrow_Ice,80867CD0
ovl_Arrow_Light,80869CB0
ovl_Bg_Bdan_Objects,8086BCA0
ovl_Bg_Bdan_Switch,8086D010
ovl_Bg_Bom_Guard,8086E550
ovl_Bg_Bombwall,8086E7D0
ovl_Bg_Bowl_Wall,8086F160
ovl_Bg_Breakwall,8086FBE0
ovl_Bg_Ddan_Jd,80870AB0
ovl_Bg_Ddan_Kd,808710F0
ovl_Bg_Dodoago,80871A00
ovl_Bg_Dy_Yoseizo,80872830
ovl_Bg_Ganon_Otyuka,80875920
ovl_Bg_Gate_Shutter,80878160
ovl_Bg_Gjyo_Bridge,808786C0
ovl_Bg_Gnd_Darkmeiro,80878C30
ovl_Bg_Gnd_Firemeiro,808794C0
ovl_Bg_Gnd_Iceblock,80879AA0
ovl_Bg_Gnd_Nisekabe,8087AC50
ovl_Bg_Gnd_Soulmeiro,8087ADC0
ovl_Bg_Haka,8087B6B0
ovl_Bg_Haka_Gate,8087BDF0
ovl_Bg_Haka_Huta,8087CFC0
ovl_Bg_Haka_Megane,8087DA40
ovl_Bg_Haka_MeganeBG,8087DE30
ovl_Bg_Haka_Sgami,8087E4E0
ovl_Bg_Haka_Ship,8087F100
ovl_Bg_Haka_Trap,8087FCA0
ovl_Bg_Haka_Tubo,80881250
ovl_Bg_Haka_Water,80881D00
ovl_Bg_Haka_Zou,808825C0
ovl_Bg_Heavy_Block,80883790
ovl_Bg_Hidan_Curtain,808851A0
ovl_Bg_Hidan_Dalm,80885E20
ovl_Bg_Hidan_Firewall,80886660
ovl_Bg_Hidan_Fslift,80886E40
ovl_Bg_Hidan_Fwbig,808872F0
ovl_Bg_Hidan_Hamstep,80888040
ovl_Bg_Hidan_Hrock,80889130
ovl_Bg_Hidan_Kousi,80889960
ovl_Bg_Hidan_Kowarerukabe,8088A020
ovl_Bg_Hidan_Rock,8088B080
ovl_Bg_Hidan_Rsekizou,8088C200
ovl_Bg_Hidan_Sekizou,8088CEC0
ovl_Bg_Hidan_Sima,8088E3D0
ovl_Bg_Hidan_Syoku,8088F3C0
ovl_Bg_Ice_Objects,8088F810
ovl_Bg_Ice_Shelter,80890740
ovl_Bg_Ice_Shutter,80891AC0
ovl_Bg_Ice_Turara,80891F20
ovl_Bg_Ingate,80892740
ovl_Bg_Jya_1flift,80892B60
ovl_Bg_Jya_Amishutter,808932C0
ovl_Bg_Jya_Bigmirror,808936E0
ovl_Bg_Jya_Block,808941A0
ovl_Bg_Jya_Bombchuiwa,808944A0
ovl_Bg_Jya_Bombiwa,808951A0
ovl_Bg_Jya_Cobra,808958F0
ovl_Bg_Jya_Goroiwa,80897970
ovl_Bg_Jya_Haheniron,808980C0
ovl_Bg_Jya_Ironobj,808988A0
ovl_Bg_Jya_Kanaami,80899740
ovl_Bg_Jya_Lift,80899BA0
ovl_Bg_Jya_Megami,8089A130
ovl_Bg_Jya_Zurerukabe,8089B440
ovl_Bg_Menkuri_Eye,8089BC70
ovl_Bg_Menkuri_Kaiten,8089C1B0
ovl_Bg_Menkuri_Nisekabe,8089C330
ovl_Bg_Mizu_Bwall,8089C480
ovl_Bg_Mizu_Movebg,8089DC30
ovl_Bg_Mizu_Shutter,8089EE50
ovl_Bg_Mizu_Uzu,8089F6E0
ovl_Bg_Mizu_Water,8089F8B0
ovl_Bg_Mjin,808A0780
ovl_Bg_Mori_Bigst,808A0BC0
ovl_Bg_Mori_Elevator,808A1800
ovl_Bg_Mori_Hashigo,808A2560
ovl_Bg_Mori_Hashira4,808A3060
ovl_Bg_Mori_Hineri,808A37D0
ovl_Bg_Mori_Idomizu,808A4640
ovl_Bg_Mori_Kaitenkabe,808A4DC0
ovl_Bg_Mori_Rakkatenjo,808A5570
ovl_Bg_Po_Event,808A6210
ovl_Bg_Po_Syokudai,808A80B0
ovl_Bg_Pushbox,808A8AE0
ovl_Bg_Relay_Objects,808A8E50
ovl_Bg_Spot00_Break,808A95E0
ovl_Bg_Spot00_Hanebasi,808A9780
ovl_Bg_Spot01_Fusya,808AA9C0
ovl_Bg_Spot01_Idohashira,808AACE0
ovl_Bg_Spot01_Idomizu,808ABAE0
ovl_Bg_Spot01_Idosoko,808ABE80
